b2b,is_home,pp_boost,ai_factor,player_id,prob_goal,prob_shot,opp_sv_pct,prob_point,pp_reliance,prob_assist,toi_minutes,games_played,goals_per_game,shots_per_game,algo_score_goal,algo_score_shot,fatigue_penalty,points_per_game,assists_per_game,sh_pct_regression,label_goal,label_assist,label_point,label_shot,game_id,date,l5_hot,l5_cold,l5_goal,l5_shot,l5_point,l5_assist,l5_l5_pts,l5_l5_goals,l5_l5_shots,l5_toi_drop_factor,l5_sh_pct_regression,l5_days_since_last_game,h2h_goal,h2h_shot,h2h_games,h2h_point,pp_share,opp_pk_l10_est,opp_tsh_per_game,opp_penalty_volume,l5_max_gap_surge,l5_toi_drop_penalty,l5_m5_m10_regression
False,1,1.0,1.0,8477451,18.5,34.9,0.887,34.0,0.0,18.7,0.0,57,0.246,2.0,18,34,1.0,0.474,0.228,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8480426,5.6,10.6,0.88,31.8,0.0,28.8,0.0,46,0.065,1.1,5,10,1.0,0.413,0.348,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8477416,14.1,24.5,0.88,36.1,0.0,26.1,0.0,58,0.172,1.7,14,24,1.0,0.483,0.31,1.0,0,0,0,1,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8476994,5.2,8.2,0.887,17.0,0.0,12.6,0.0,47,0.064,1.0,5,8,1.0,0.213,0.149,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8481477,6.4,4.9,0.887,18.8,0.0,13.3,0.0,38,0.079,0.8,6,4,1.0,0.237,0.158,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8477952,5.4,11.4,0.887,20.9,0.0,16.6,0.0,15,0.067,1.1,5,11,1.0,0.267,0.2,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8474151,13.1,6.6,0.88,33.5,0.0,23.9,0.0,25,0.16,0.9,13,6,1.0,0.44,0.28,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8474716,7.9,12.0,0.887,21.7,0.0,15.1,0.0,61,0.098,1.2,7,12,1.0,0.279,0.18,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8478508,6.6,10.9,0.887,21.7,0.0,16.3,0.0,61,0.082,1.1,6,10,1.0,0.279,0.197,1.0,1,0,1,1,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8477149,5.9,1.3,0.88,22.7,0.0,18.4,0.0,13,0.069,0.5,5,1,1.0,0.277,0.208,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8476463,5.8,9.1,0.887,26.9,0.0,22.8,0.0,42,0.071,1.0,5,9,1.0,0.357,0.286,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8480995,14.4,15.1,0.88,27.9,0.0,15.8,0.0,51,0.176,1.3,14,15,1.0,0.353,0.176,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8482655,7.5,18.2,0.88,28.2,0.0,23.0,0.0,56,0.089,1.5,7,18,1.0,0.357,0.268,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8476826,10.1,17.4,0.88,29.7,0.0,22.3,0.0,58,0.121,1.4,10,17,1.0,0.379,0.259,1.0,0,0,0,1,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8483525,11.6,10.9,0.887,30.1,0.0,20.9,0.0,54,0.148,1.1,11,10,1.0,0.407,0.259,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8476878,11.4,14.6,0.88,22.5,0.0,12.5,0.0,51,0.137,1.3,11,14,1.0,0.275,0.137,1.0,0,0,0,0,2025020967,2026-03-04T02:30:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
True,0,1.0,1.0,8479525,11.3,36.9,0.893,32.9,0.0,24.9,0.0,56,0.125,2.4,11,36,0.92,0.393,0.268,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
True,0,1.0,1.0,8480448,19.1,12.1,0.893,32.7,0.0,16.6,0.0,59,0.22,1.3,19,12,0.92,0.39,0.169,1.0,1,0,1,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
True,0,1.0,1.0,8478038,4.1,20.6,0.893,28.2,0.0,26.1,0.0,46,0.043,1.7,4,20,0.92,0.326,0.283,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
True,0,1.0,1.0,8480835,12.2,9.5,0.893,27.9,0.0,18.1,0.0,59,0.136,1.2,12,9,0.92,0.322,0.186,1.0,0,1,1,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8473986,12.3,30.2,0.92,26.9,0.0,16.1,0.0,59,0.136,1.9,12,30,1.0,0.339,0.203,1.0,0,0,0,1,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8484911,22.4,31.8,0.913,41.2,0.0,36.2,0.0,57,0.263,1.3,22,31,1.0,0.561,0.298,1.11,1,1,1,1,2025020969,2026-03-04T03:00:00+00:00,False,True,0.7,1.5,0.713,1.341,2.0,0.0,11.0,1.0,1.113,2.0,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8483490,11.8,8.2,0.92,25.2,0.0,14.8,0.0,54,0.13,1.0,11,8,1.0,0.315,0.185,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
True,0,1.0,1.0,8484149,11.8,9.2,0.893,23.3,0.0,13.0,0.0,46,0.13,1.2,11,9,0.92,0.261,0.13,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8482178,6.4,8.2,0.92,18.9,0.0,12.8,0.0,44,0.068,1.0,6,8,1.0,0.227,0.159,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8485512,5.9,5.3,0.92,15.9,0.0,10.2,0.0,16,0.062,0.8,5,5,1.0,0.188,0.125,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8478424,8.2,4.1,0.92,15.0,0.0,7.3,0.0,34,0.088,0.7,8,4,1.0,0.176,0.088,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8480068,10.6,11.4,0.92,33.5,0.0,24.6,0.0,52,0.115,1.1,10,11,1.0,0.442,0.327,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8482803,11.0,24.9,0.92,26.1,0.0,16.3,0.0,58,0.121,1.7,11,24,1.0,0.328,0.207,1.0,0,0,0,1,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8476885,15.3,35.4,0.92,34.9,0.0,22.3,0.0,58,0.172,2.1,15,35,1.0,0.466,0.293,1.0,0,0,0,1,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
True,0,1.0,1.0,8476455,17.5,42.8,0.893,60.0,0.0,49.2,0.0,45,0.178,2.2,17,42,0.92,0.6,0.422,1.0,1,0,1,1,2025020968,2026-03-04T03:00:00+00:00,True,False,1.125,1.182,1.5,1.5,5.0,1.0,13.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,
True,0,1.0,1.0,8476312,7.8,17.5,0.893,36.1,0.0,31.7,0.0,59,0.085,1.6,7,17,0.92,0.441,0.356,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
True,0,1.0,1.0,8484258,4.8,26.3,0.893,37.2,0.0,35.3,0.0,59,0.051,1.9,4,26,0.92,0.458,0.407,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
True,0,1.0,1.0,8470613,13.7,31.8,0.893,38.3,0.0,29.2,0.0,59,0.153,2.2,13,31,0.92,0.475,0.322,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8482745,15.7,22.9,0.92,32.2,0.0,18.2,0.0,54,0.241,2.1,15,22,1.0,0.574,0.333,1.05,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,False,True,0.7,0.778,0.7,0.7,1.0,0.0,8.0,1.0,1.047,2.0,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8475184,33.3,17.7,0.92,47.1,0.0,27.2,0.0,53,0.377,1.9,33,17,1.0,0.623,0.245,0.93,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,True,False,1.5,0.7,1.5,1.5,5.0,3.0,6.0,1.0,0.925,2.0,0.8,1.06,2.0,0.8,,,,,,,
False,1,1.0,1.0,8481605,5.4,52.7,0.92,52.8,0.0,52.5,0.0,59,0.102,2.0,5,52,1.0,0.678,0.576,1.0,0,1,1,0,2025020968,2026-03-04T03:00:00+00:00,True,False,0.7,1.082,1.5,1.5,6.0,0.0,11.0,1.0,1.0,2.0,0.8,1.229,2.0,0.8,,,,,,,
True,0,1.0,1.0,8477501,12.7,14.8,0.893,49.4,0.0,52.2,0.0,50,0.24,2.3,12,14,0.92,0.7,0.46,1.05,0,1,1,0,2025020968,2026-03-04T03:00:00+00:00,False,False,0.7,0.789,1.143,1.5,4.0,0.0,9.0,1.0,1.047,1.0,0.8,0.8,2.0,0.8,,,,,,,
False,1,1.0,1.0,8484762,16.4,27.3,0.92,59.8,0.0,48.2,0.0,59,0.322,2.3,16,27,1.0,0.831,0.508,1.03,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,True,False,0.7,0.969,1.445,1.5,6.0,1.0,11.0,1.0,1.028,2.0,0.8,0.8,2.0,0.8,,,,,,,
False,1,1.0,1.0,8483445,38.8,86.2,0.92,47.6,0.0,22.1,0.0,58,0.483,3.8,38,86,1.0,0.897,0.414,0.88,1,0,1,1,2025020968,2026-03-04T03:00:00+00:00,False,False,1.5,1.045,1.115,0.7,5.0,5.0,20.0,1.0,0.876,2.0,0.8,1.176,2.0,0.8,,,,,,,
True,0,1.0,1.0,8475754,28.5,65.4,0.893,53.8,0.0,22.4,0.0,59,0.508,2.3,28,65,0.92,0.847,0.339,1.09,0,1,1,1,2025020968,2026-03-04T03:00:00+00:00,False,True,0.787,1.464,0.7,0.7,2.0,2.0,17.0,1.0,1.086,1.0,0.8,1.077,2.0,1.18,,,,,,,
False,1,1.0,1.0,8484153,44.0,71.6,0.92,72.5,0.0,49.8,0.0,47,0.426,2.5,43,71,1.0,1.043,0.617,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,True,False,1.41,1.434,1.343,1.297,7.0,3.0,18.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,,
True,0,1.0,1.0,8480069,25.7,54.3,0.893,54.3,0.0,47.4,0.0,59,0.288,2.7,25,54,0.92,1.034,0.746,0.96,1,1,1,0,2025020968,2026-03-04T03:00:00+00:00,False,False,1.388,0.885,0.967,0.805,5.0,2.0,12.0,1.0,0.964,1.0,0.8,1.291,2.0,0.8,,,,,,,
True,0,1.0,1.0,8480039,51.4,45.7,0.893,76.9,0.0,65.7,0.0,56,0.464,2.5,51,45,0.92,1.268,0.804,1.0,1,0,1,0,2025020968,2026-03-04T03:00:00+00:00,True,False,1.5,1.38,1.42,1.244,9.0,4.0,17.0,1.0,1.0,1.0,1.077,0.8,2.0,0.8,,,,,,,
True,0,1.0,1.0,8477492,34.8,83.3,0.893,79.9,0.0,77.7,0.0,58,0.707,4.6,34,83,0.92,1.707,1.0,1.12,0,1,1,1,2025020968,2026-03-04T03:00:00+00:00,False,False,0.7,1.352,0.937,1.4,8.0,1.0,31.0,1.0,1.122,1.0,0.8,0.8,2.0,0.879,,,,,,,
True,0,1.0,1.0,8478109,16.4,24.7,0.893,35.0,0.0,22.4,0.0,59,0.186,1.9,16,24,0.92,0.424,0.237,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8480798,20.9,20.6,0.913,44.0,0.0,28.4,0.0,37,0.189,1.5,20,20,1.0,0.486,0.297,1.0,0,1,1,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8479705,8.4,20.3,0.92,11.8,0.0,3.8,0.0,22,0.091,1.5,8,20,1.0,0.136,0.045,1.0,0,0,0,0,2025020968,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8476479,5.1,16.1,0.873,24.1,0.0,21.4,0.0,53,0.057,1.4,5,16,1.0,0.264,0.208,1.0,1,0,1,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8482775,24.7,25.5,0.873,42.2,0.0,22.6,0.0,59,0.305,1.7,24,25,1.0,0.525,0.22,1.0,1,0,1,1,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8481523,25.7,15.7,0.873,41.9,0.0,20.7,0.0,25,0.32,1.4,25,15,1.0,0.52,0.2,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8476875,9.5,18.2,0.873,41.8,0.0,37.9,0.0,56,0.107,1.5,9,18,1.0,0.518,0.411,1.0,0,1,1,1,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8478874,30.0,20.0,0.913,41.1,0.0,16.0,0.0,45,0.289,1.5,30,19,1.0,0.444,0.156,1.0,1,0,1,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8482737,14.8,15.3,0.873,35.1,0.0,24.4,0.0,58,0.172,1.3,14,15,1.0,0.414,0.241,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8476981,19.0,11.8,0.873,32.6,0.0,16.1,0.0,53,0.226,1.2,18,11,1.0,0.377,0.151,1.0,0,0,0,1,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8482166,16.2,6.0,0.913,28.8,0.0,14.8,0.0,28,0.143,0.9,16,6,1.0,0.286,0.143,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8475848,9.0,22.4,0.873,28.6,0.0,22.6,0.0,59,0.102,1.6,9,22,1.0,0.322,0.22,1.0,0,1,1,1,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8478133,15.2,10.2,0.873,27.7,0.0,14.3,0.0,45,0.178,1.1,15,10,1.0,0.311,0.133,1.0,0,1,1,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8478851,9.0,5.4,0.873,27.3,0.0,21.0,0.0,59,0.102,0.8,9,5,1.0,0.305,0.203,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8475906,24.5,22.7,0.913,43.3,0.0,24.5,0.0,44,0.227,1.6,24,22,1.0,0.477,0.25,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8479983,8.2,11.8,0.913,25.0,0.0,17.6,0.0,58,0.069,1.2,8,11,1.0,0.241,0.172,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8481593,0.0,32.3,0.873,20.9,0.0,23.0,0.0,40,0.0,2.0,0,32,1.0,0.225,0.225,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8476624,10.1,6.7,0.913,18.6,0.0,9.2,0.0,58,0.086,0.9,10,6,1.0,0.172,0.086,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8482859,10.1,3.5,0.913,15.6,0.0,6.2,0.0,35,0.086,0.7,10,3,1.0,0.143,0.057,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,1,1.0,1.0,8485402,28.3,12.8,0.913,59.3,0.0,36.2,0.0,21,0.19,1.3,28,12,1.0,0.571,0.381,0.94,1,0,1,0,2025020969,2026-03-04T03:00:00+00:00,True,False,1.5,0.9,1.4,1.05,4.0,2.0,6.0,1.0,0.943,2.0,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.0,8480865,23.9,48.2,0.873,64.1,0.0,56.2,0.0,59,0.203,2.0,23,48,1.0,0.678,0.475,0.97,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,True,False,1.5,1.289,1.5,1.5,7.0,2.0,13.0,1.0,0.966,3.0,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.0,8481618,19.1,16.7,0.873,57.8,0.0,50.1,0.0,19,0.316,1.3,19,16,1.0,0.737,0.421,1.03,1,0,1,1,2025020969,2026-03-04T03:00:00+00:00,False,False,0.7,1.064,1.086,1.425,4.0,1.0,7.0,1.0,1.034,3.0,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8477505,21.9,12.9,0.913,42.1,0.0,30.6,0.0,58,0.19,1.2,21,12,1.0,0.655,0.466,1.0,1,0,1,1,2025020969,2026-03-04T03:00:00+00:00,False,True,1.055,1.024,0.7,0.7,2.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8475726,21.9,55.0,0.913,51.0,0.0,36.2,0.0,58,0.276,2.4,21,55,1.0,0.655,0.379,1.0,0,0,0,0,2025020969,2026-03-04T03:00:00+00:00,False,False,0.725,1.185,0.916,1.055,3.0,1.0,14.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.0,8483515,21.8,48.1,0.873,48.7,0.0,37.1,0.0,59,0.356,2.0,21,48,1.0,0.78,0.424,1.06,0,1,1,1,2025020969,2026-03-04T03:00:00+00:00,False,True,0.7,1.278,0.77,0.944,3.0,1.0,13.0,1.0,1.064,3.0,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8482667,16.9,44.9,0.913,52.7,0.0,49.0,0.0,54,0.204,2.5,16,44,1.0,0.685,0.481,1.05,0,1,1,0,2025020969,2026-03-04T03:00:00+00:00,False,False,0.7,0.946,0.876,1.246,3.0,0.0,12.0,1.0,1.048,2.0,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.0,8481540,54.1,76.2,0.873,69.4,0.0,29.1,0.0,59,0.593,3.1,54,76,1.0,1.017,0.424,0.94,0,0,0,1,2025020969,2026-03-04T03:00:00+00:00,False,False,1.5,1.311,1.18,0.7,6.0,5.0,20.0,1.0,0.944,3.0,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.0,8484984,16.9,16.6,0.873,44.1,0.0,38.2,0.0,59,0.203,1.4,16,16,1.0,0.797,0.593,1.0,1,0,1,1,2025020969,2026-03-04T03:00:00+00:00,False,True,0.983,0.983,0.7,0.7,2.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8480748,35.5,49.1,0.913,43.5,0.0,13.1,0.0,48,0.354,2.6,35,49,1.0,0.479,0.125,1.0,1,1,1,1,2025020969,2026-03-04T03:00:00+00:00,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
False,0,1.0,1.0,8483457,16.6,10.0,0.873,55.8,0.0,50.1,0.0,59,0.169,1.6,16,10,1.0,1.0,0.831,0.98,0,1,1,0,2025020969,2026-03-04T03:00:00+00:00,False,False,1.18,0.7,0.8,0.722,4.0,1.0,5.0,1.0,0.977,3.0,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8484801,39.0,74.9,0.913,69.6,0.0,51.9,0.0,58,0.5,3.5,39,74,1.0,1.431,0.931,1.0,1,1,1,1,2025020969,2026-03-04T03:00:00+00:00,False,True,0.8,1.091,0.7,0.7,4.0,2.0,19.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,,
False,0,1.0,1.0,8480018,19.4,37.7,0.873,72.5,0.0,68.6,0.0,59,0.322,2.2,19,37,1.0,1.153,0.831,1.03,0,1,1,1,2025020969,2026-03-04T03:00:00+00:00,False,False,0.7,1.022,1.041,1.204,6.0,1.0,11.0,1.0,1.032,3.0,1.0,1.0,0.0,1.0,,,,,,,
False,1,1.0,1.0,8484227,39.0,55.0,0.913,53.2,0.0,33.1,0.0,45,0.4,2.5,39,55,1.0,0.911,0.511,1.0,1,1,1,0,2025020969,2026-03-04T03:00:00+00:00,False,True,1.0,1.125,0.7,0.7,3.0,2.0,14.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,,,,,,,
False,0,0.98,1.5,8479420,17.4,76.7,0.947,20.1,0.0,9.1,0.0,61,0.541,3.5,17,76,1.0,1.049,0.508,0.94,0,1,1,0,2025020977,2026-03-06T00:00:00+00:00,False,False,1.479,1.073,1.144,0.787,6.0,4.0,19.0,,0.945,2.0,0.924,1.271,2.0,0.8,0.139,0.95,2.92,0.972,1.0,1.0,1.0
False,1,0.997,1.5,8475810,10.0,29.8,0.92,16.3,0.0,14.6,0.0,53,0.377,2.5,9,29,1.0,0.83,0.453,1.0,1,0,1,1,2025020977,2026-03-06T00:00:00+00:00,False,False,0.7,0.7,0.964,1.325,4.0,1.0,7.0,,1.0,2.0,1.325,0.8,2.0,0.8,0.135,0.8845,2.69,0.896,1.0,1.0,1.0
False,0,0.985,1.5,8480064,10.8,29.7,0.947,18.2,0.0,9.1,0.0,23,0.348,1.5,10,29,1.0,0.87,0.522,1.0,1,1,1,0,2025020977,2026-03-06T00:00:00+00:00,False,False,1.15,1.051,0.92,0.767,4.0,2.0,8.0,,1.0,2.0,1.0,1.0,0.0,1.0,0.074,0.95,2.92,0.972,1.0,1.0,1.0
False,0,0.975,1.5,8477949,9.9,68.0,0.947,16.9,0.0,10.2,0.0,60,0.4,2.5,9,67,1.0,0.867,0.467,1.0,1,0,1,1,2025020977,2026-03-06T00:00:00+00:00,False,False,1.0,1.388,0.923,0.857,4.0,2.0,17.0,,1.0,2.0,0.8,1.02,2.0,0.8,0.169,0.95,2.92,0.972,1.0,1.0,1.15
False,0,0.983,1.5,8480839,4.7,42.2,0.947,21.2,0.0,20.7,0.0,57,0.211,2.6,4,42,1.0,0.93,0.719,0.98,0,0,0,1,2025020977,2026-03-06T00:00:00+00:00,True,False,0.95,0.7,1.291,1.39,6.0,1.0,7.0,,0.978,2.0,0.8,1.148,2.0,0.8,0.119,0.95,2.92,0.972,1.0,1.0,1.15
False,0,1.021,1.3,8477939,13.6,54.2,0.88,21.7,0.0,14.0,0.0,45,0.467,2.2,13,54,1.0,1.267,0.8,1.0,0,1,1,0,2025020975,2026-03-06T00:00:00+00:00,False,True,1.286,1.26,0.789,0.7,5.0,3.0,14.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.238,0.7097,2.97,0.989,1.0,1.0,1.15
